                        
                  Stock 
       Date      Volume 
   19530401     2241460 
   19530402     1722720 
   19530406     3046810 
   19530407     2492440 
   19530408     1856050 
   19530409     1524970 
   19530410     1357590 
   19530413     1279740 
   19530414     1483480 
   19530415     1586230 
   19530416     1308040 
   19530417     1435640 
   19530420     1522820 
   19530421     1246090 
   19530422     1396140 
   19530423     1915311 
   19530424     1782850 
   19530427     1395480 
   19530428     1327055 
   19530429     1311170 
   19530430     1138150 
   19530501     1204580 
   19530504     1525570 
   19530505     1289940 
   19530506     1106580 
   19530507     1108910 
   19530508     1223320 
   19530511     1015420 
   19530512     1082255 
   19530513     1121600 
   19530514     1208210 
   19530515     1203910 
   19530518     1078800 
   19530519     1117505 
   19530520     1695105 
   19530521     1587670 
   19530522     1354670 
   19530525     1180898 
   19530526     1162650 
   19530527     1345580 
   19530528     1236255 
   19530529      917560 
   19530601     1491740 
   19530602     1447070 
   19530603     1045960 
   19530604     1392580 
   19530605     1158080 
   19530608      995120 
   19530609     2195350 
   19530610     1961815 
   19530611     1216129 
   19530612      916782 
   19530615     1091020 
   19530616     1373755 
   19530617     1146967 
   19530618     1009090 
   19530619      891020 
   19530622     1032921 
   19530623     1082630 
   19530624     1025170 
   19530625     1154571 
   19530626      825240 
   19530629      801500 
   19530630      820580 
   19530701      905400 
   19530702     1026890 
   19530703      831375 
   19530706      816760 
   19530707     1028690 
   19530708      948867 
   19530709      913890 
   19530710      862997 
   19530713     1120580 
   19530714     1034810 
   19530715      840100 
   19530716      792420 
   19530717      840210 
   19530720      835030 
   19530721      848270 
   19530722      895990 
   19530723     1001230 
   19530724      890030 
   19530727     1208300 
   19530728     1080700 
   19530729      995360 
   19530730     1197400 
   19530731     1318679 
   19530803     1164235 
   19530804      997080 
   19530805     1078680 
   19530806     1199760 
   19530807      950450 
   19530810     1086300 
   19530811      939290 
   19530812      990010 
   19530813     1043810 
   19530814      998220 
   19530817      908270 
   19530818     1029440 
   19530819     1397295 
   19530820      861460 
   19530821      846275 
   19530824     1321229 
   19530825     1474690 
   19530826     1059920 
   19530827     1293430 
   19530828     1060875 
   19530831     2192220 
   19530901     1585520 
   19530902     1108130 
   19530903      902811 
   19530904      765190 
   19530908      738090 
   19530909      856390 
   19530910     1013580 
   19530911     1929595 
   19530914     2552370 
   19530915     2856010 
   19530916     1574460 
   19530917     1293500 
   19530918     1191170 
   19530921     1070910 
   19530922     1302470 
   19530923     1241100 
   19530924     1015100 
   19530925      908240 
   19530928     1149970 
   19530929     1169750 
   19530930      947840 
   19531001      945860 
   19531002      892880 
   19531005      931600 
   19531006     1104257 
   19531007     1007634 
   19531008      965027 
